Дата;Количество звезд;Комментарий;Лайки;Дизлайки
2022-07-21 17:06:41;5;Разные отзывы, но мне попалась тушь замечательная, ресницы у меня тонкае а этой тушью несколько мазков и ресницы  мало того что накрашены но и удленились.Не сыпется и не размазывается, советую.;0;0
2022-07-21 14:56:42;5;Самая любимая моя удлиняющая тушь! Эффект очень естественный ,как после ламинирования ресниц!Щеточка как расческа,что делает очень удобным нанесение туши на ресницы. Стойкость на весь день,в течение дня не отпечатывается на веках. Однозначно рекомендую к покупке.;0;0
2022-07-21 14:07:56;5;"Тушь соответствует штрихкоду, именно фирмы ""Лореаль"".";0;0
2022-07-21 12:05:57;5;Товар качественный. Спасибо!;0;0
2022-07-21 06:25:26;5;Тушь упакована . Всё хорошо ! ;0;0
2022-07-20 23:16:52;5;Оригинал, точно такая же как брала в магазине раньше, пользуюсь уже лет 7 если не больше, другие сколько не брала не то) советую, удлиняет и хорошо прокрашивает, по началу слишком сильно красит пару раз) спасибо продавцу);4;0
2022-07-20 22:23:58;5;Беру постоянно - очень довольна ;0;0
2022-07-20 20:28:46;2;"Однозначно подделка.  Но тушь сама по себе норм, пользуюсь.
Но больше не закажу";2;1
2022-07-20 18:27:45;5;Отличная тушь;0;0
2022-07-20 18:04:37;4;Очень быстро засыхает, а так оч хорошая тушь, пользуюсь ей уже много лет.;0;0
2022-07-20 17:55:58;5;Тушь очень хорошая, уже много лет пользуюсь. Оригинал. 😘😘😘;0;0
2022-07-20 16:18:27;5;Отличная тушь;0;0
2022-07-20 16:17:02;5;Хорошая тушь. Со своей задачей справляется . Думаю что оригинал. Не отличается от той, что ранее брала в магазине.;0;0
2022-07-20 15:52:42;5;Отличная тушь;0;0
2022-07-20 15:39:24;1;Пришла в открытом виде, даже склейки между кисточкой и тюбиком нет! Просто?взял и открыл! Отказ, поэтому подозрит низкая цена😏;3;0
2022-07-20 15:33:39;5;Без упаковки... Но видно, что новая, не затёртая, свежая... но терпеть не могу наклейки на товаре... остаётся клей;2;0
2022-07-20 14:21:36;1;Тушь пришла без какой-либо упаковки. Стык между тюбиком и крышкой с кистью не заклеен! Может ее уже открывали и использовали. ;1;0
2022-07-20 12:27:06;3;Очень жидкая, на ресницы ложится плохо.;0;1
2022-07-20 11:36:15;3;Тушь мне не подошла, только удлиняет ресницы, объема не даёт.;0;0
2022-07-20 07:58:18;1;Тушь не упакована,открыта,это не правильно,где соблюдены гигиенические нормы???,получил подросток заказ,если бы я сама забирала,не взяла .Сотрудник отказался взять обратно,Я считаю ,что так не должно быть!В глаза может попасть любая инфекция,такой вскрытой тушью нельзя пользоваться.;7;0
2022-07-20 07:22:33;5;Думаю настоящая. Цена🔥;0;0
2022-07-20 07:15:40;5;Тушь та самая. Срок годности большой. Единственный минус, без какой-либо упаковки. Т.е. совсем. ;1;0
2022-07-20 07:09:30;5;Хорошая тушь, свежая ;0;0
2022-07-20 03:34:16;2;Непонятно, открывал кто-то до меня или нет, без защитной плёнки пришла, как будто сухая, лучше переплатить и купить в нормальном магазине и не переживать за качество;5;0
2022-07-19 21:55:03;5;Беру не в первый раз! Отличная тушь🔥;0;0
2022-07-19 20:43:24;5;Мне нравится, заказываю уже второй раз.;0;0
2022-07-19 19:19:11;1;Тушь пришла распакована. Даже не было плёнки. К тому же почти сухая. В возврате мне отказали. Полнейшее безобразие. Я ужасно разочарована.;2;0
2022-07-19 18:18:58;5;Тушь пришла в защитной упаковке. Срок годности до марта 2025 года. Заказываю всегда у данного поставщика, пока не подводили.;0;0
2022-07-19 17:29:52;5;Постоянно пользуюсь! Класс!!!;0;0
2022-07-19 17:19:59;3;Не в восторге от того что тушь пришла без вакумной упаковки. Складывается впечатление, что это тестер;2;0
2022-07-19 17:12:42;3;Плохо, что тушь приходит не запакована, ее могли спокойно вскрывать. Не понятно, неужели скотча жалко, хотя замотать крепко. По качеству вроде тушь как и везде. ;1;0
2022-07-19 16:01:49;1;Второй раз заказываю и возвращаю. Тушь не запакована, открыта! В том году заказывала. было все нормально. Запаянная упаковка.;3;0
2022-07-19 14:51:47;1;Тушь без упаковки, совсем обнаглели.Больше не буду брать у этого продавца, купила как у бабули на рынке. И  не нужно мне отвечать( продавец),что это не ваша вина. Это ваша вина, вы должны требовать  с WB надлежащую доставку.;6;0
2022-07-19 13:06:14;2;Тушь без упаковки)));2;0
2022-07-19 13:03:40;3;Без упаковки;2;0
2022-07-19 12:06:24;4;Пользуюсь уже месяц. Ну очеееень жидкая пришла, думала подсохнет лучше будет, но пока ничего не подсыхает, Приходится кисточкой от старой туши прочёсывать, потому что ложится слишком жидко и густо, все слипается в один комок. Но по составу нравится, в течение дня не сыпется, не оставляет следов на веках, смывается хорошо, без комочков.;0;0
2022-07-19 11:48:15;5;Любимая тушь!! Может есть и лучше, но в это ценовой категории до 700 рублей самая лучшая! Наконец то и цена с марта пошла вниз, 551 рубль сейчас.;0;0
2022-07-18 22:48:53;5;Этой тушью пользуюсь больше двух лет и всегда слышу восторженные высказывания о моих длинных и очень красивых ресницах. Я не могу уже без этой туши. Советую всем. Но красьте реснички спокойно прокрашивая от самого основания по несколько раз. И тогда взгляд будет открытый.;0;0
2022-07-18 22:26:40;5;Очень хорошая тушь. Пользуюсь уже 8 лет.;0;0
2022-07-18 22:12:56;5;Спасибо,оригинал;0;1
2022-07-18 19:44:35;1;Тушь привезли без упаковки. Создалось впечатление, что ею пользовались. Вдобавок ко всему черным маркером прямо на туши нарисовали номер. За то, что не выкупила этот бракованный товар с меня ещё и сняли 50 рублей. Безобразие.;4;1
2022-07-18 19:33:12;5;Отличная тушь.;0;0
2022-07-18 19:22:28;2;Мои и без этого тощие ресницы стали еще тощее. Такое впервый раз. Не жду чуда, но не нужно делать так, что б стало еще хуже, чем было)))) Длинны добавила, смывается просто в душе, не отпечатывается;0;4
2022-07-18 18:35:15;5;Тушь  хорошая!Даже штрих код такой же ,как в магазинах,только цена на порядок дешевле чем в магазине!Покупкой очень довольна!!!;0;0
2022-07-18 18:15:19;1;Тушь пришла без упаковки и даже без защитной слюды. Видно, что она была и её сорвали. Неизвестно,  пользовались ли ей уже. Как известно,  на слизистой в глазах может быть какая угодно инфекция. Это нарушение Санпина. Отказ.;5;0
2022-07-18 17:19:03;5;Отличная Тушь , заказываю уже не в первый раз . Намного выгодней покупать чем в магазине .👍👍👍;0;0
2022-07-18 17:18:19;3;Всегда заказываю эту тушь, но в этот раз пришла слишком жидкая😕;1;0
